Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
"Fri, Jan 27, 2012",10:00p,Phoenix Suns,71,Portland Trail Blazers,109,Box Score,,"20,664",2:04,Rose Garden Arena,
"Fri, Jan 27, 2012",10:30p,Oklahoma City Thunder,120,Golden State Warriors,109,Box Score,,"19,596",2:13,Oracle Arena,
"Sat, Jan 28, 2012",7:00p,Washington Wizards,102,Charlotte Bobcats,99,Box Score,,"17,761",2:21,Time Warner Cable Arena,
"Sat, Jan 28, 2012",7:00p,Detroit Pistons,74,Philadelphia 76ers,95,Box Score,,"18,710",2:02,Wells Fargo Center,
"Sat, Jan 28, 2012",8:00p,New York Knicks,84,Houston Rockets,97,Box Score,,"18,051",1:58,Toyota Center,
"Sat, Jan 28, 2012",8:30p,Los Angeles Lakers,89,Milwaukee Bucks,100,Box Score,,"18,027",2:07,Bradley Center,
"Sat, Jan 28, 2012",9:00p,Memphis Grizzlies,84,Phoenix Suns,86,Box Score,,"14,903",2:18,US Airways Center,
"Sat, Jan 28, 2012",9:00p,Sacramento Kings,93,Utah Jazz,96,Box Score,,"19,911",2:08,EnergySolutions Arena,
"Sun, Jan 29, 2012",3:30p,Chicago Bulls,93,Miami Heat,97,Box Score,,"20,054",2:41,AmericanAirlines Arena,
"Sun, Jan 29, 2012",6:00p,Cleveland Cavaliers,88,Boston Celtics,87,Box Score,,"18,624",2:08,TD Garden,
"Sun, Jan 29, 2012",6:00p,Toronto Raptors,94,New Jersey Nets,73,Box Score,,"14,319",2:06,Prudential Center,
"Sun, Jan 29, 2012",6:00p,Indiana Pacers,106,Orlando Magic,85,Box Score,,"18,846",2:16,Amway Center,
"Sun, Jan 29, 2012",6:30p,San Antonio Spurs,100,Dallas Mavericks,101,Box Score,OT,"20,262",2:44,American Airlines Center,
"Sun, Jan 29, 2012",7:00p,Los Angeles Lakers,106,Minnesota Timberwolves,101,Box Score,,"17,551",2:15,Target Center,
"Sun, Jan 29, 2012",7:00p,Atlanta Hawks,94,New Orleans Hornets,72,Box Score,,"14,962",2:04,New Orleans Arena,
"Sun, Jan 29, 2012",8:00p,Los Angeles Clippers,109,Denver Nuggets,105,Box Score,,"19,495",2:19,Pepsi Center,
"Mon, Jan 30, 2012",7:00p,Orlando Magic,69,Philadelphia 76ers,74,Box Score,,"16,299",2:10,Wells Fargo Center,
"Mon, Jan 30, 2012",7:00p,Chicago Bulls,98,Washington Wizards,88,Box Score,,"18,357",2:10,Verizon Center,
"Mon, Jan 30, 2012",7:30p,New Orleans Hornets,95,Miami Heat,109,Box Score,,"19,804",2:09,AmericanAirlines Arena,
"Mon, Jan 30, 2012",8:00p,Minnesota Timberwolves,120,Houston Rockets,108,Box Score,,"14,264",2:11,Toyota Center,
"Mon, Jan 30, 2012",8:00p,San Antonio Spurs,83,Memphis Grizzlies,73,Box Score,,"15,118",2:09,FedEx Forum,
"Mon, Jan 30, 2012",8:00p,Detroit Pistons,82,Milwaukee Bucks,103,Box Score,,"13,103",2:06,Bradley Center,
"Mon, Jan 30, 2012",9:00p,Dallas Mavericks,122,Phoenix Suns,99,Box Score,,"13,132",2:08,US Airways Center,
"Mon, Jan 30, 2012",9:00p,Portland Trail Blazers,89,Utah Jazz,93,Box Score,,"19,328",2:11,EnergySolutions Arena,
"Mon, Jan 30, 2012",10:30p,Oklahoma City Thunder,100,Los Angeles Clippers,112,Box Score,,"19,404",2:17,STAPLES Center,
"Tue, Jan 31, 2012",7:00p,Boston Celtics,93,Cleveland Cavaliers,90,Box Score,,"14,798",2:18,Quicken Loans Arena,
"Tue, Jan 31, 2012",7:00p,New Jersey Nets,99,Indiana Pacers,106,Box Score,,"11,408",2:26,Bankers Life Fieldhouse,
"Tue, Jan 31, 2012",7:00p,Atlanta Hawks,100,Toronto Raptors,77,Box Score,,"16,117",2:04,Air Canada Centre,
"Tue, Jan 31, 2012",7:30p,Detroit Pistons,86,New York Knicks,113,Box Score,,"19,763",2:18,Madison Square Garden (IV),
"Tue, Jan 31, 2012",8:00p,Denver Nuggets,97,Memphis Grizzlies,100,Box Score,OT,"13,651",2:43,FedEx Forum,
"Tue, Jan 31, 2012",10:30p,Sacramento Kings,90,Golden State Warriors,93,Box Score,,"17,753",2:11,Oracle Arena,
"Tue, Jan 31, 2012",10:30p,Charlotte Bobcats,73,Los Angeles Lakers,106,Box Score,,"18,997",2:00,STAPLES Center,
"Wed, Feb 1, 2012",7:00p,Washington Wizards,103,Orlando Magic,109,Box Score,,"18,846",2:25,Amway Center,
"Wed, Feb 1, 2012",7:00p,Chicago Bulls,82,Philadelphia 76ers,98,Box Score,,"18,325",2:01,Wells Fargo Center,
"Wed, Feb 1, 2012",7:30p,Toronto Raptors,64,Boston Celtics,100,Box Score,,"18,624",2:02,TD Garden,
"Wed, Feb 1, 2012",7:30p,Detroit Pistons,96,New Jersey Nets,99,Box Score,,"10,504",2:19,Prudential Center,
"Wed, Feb 1, 2012",8:00p,Oklahoma City Thunder,95,Dallas Mavericks,86,Box Score,,"20,316",2:32,American Airlines Center,
"Wed, Feb 1, 2012",8:00p,Miami Heat,97,Milwaukee Bucks,105,Box Score,,"16,116",2:13,Bradley Center,
"Wed, Feb 1, 2012",8:00p,Indiana Pacers,109,Minnesota Timberwolves,99,Box Score,,"15,017",2:23,Target Center,
"Wed, Feb 1, 2012",8:00p,Phoenix Suns,120,New Orleans Hornets,103,Box Score,,"13,598",2:14,New Orleans Arena,
"Wed, Feb 1, 2012",8:30p,Houston Rockets,91,San Antonio Spurs,99,Box Score,,"18,581",2:10,AT&T Center,
"Wed, Feb 1, 2012",10:00p,Charlotte Bobcats,68,Portland Trail Blazers,112,Box Score,,"20,608",2:07,Rose Garden Arena,
"Wed, Feb 1, 2012",10:30p,Los Angeles Clippers,107,Utah Jazz,105,Box Score,,"19,637",2:35,EnergySolutions Arena,
"Thu, Feb 2, 2012",7:30p,Memphis Grizzlies,96,Atlanta Hawks,77,Box Score,,"14,211",2:02,Philips Arena,
"Thu, Feb 2, 2012",8:00p,Chicago Bulls,105,New York Knicks,102,Box Score,,"19,763",2:31,Madison Square Garden (IV),
"Thu, Feb 2, 2012",8:30p,New Orleans Hornets,81,San Antonio Spurs,93,Box Score,,"18,082",2:03,AT&T Center,
"Thu, Feb 2, 2012",10:00p,Portland Trail Blazers,92,Sacramento Kings,95,Box Score,,"11,740",2:15,Power Balance Pavilion,
"Thu, Feb 2, 2012",10:30p,Utah Jazz,101,Golden State Warriors,119,Box Score,,"18,123",2:06,Oracle Arena,
"Thu, Feb 2, 2012",10:30p,Denver Nuggets,112,Los Angeles Clippers,91,Box Score,,"19,223",2:20,STAPLES Center,
"Fri, Feb 3, 2012",7:00p,Cleveland Cavaliers,94,Orlando Magic,102,Box Score,,"18,933",2:17,Amway Center,
"Fri, Feb 3, 2012",7:00p,Miami Heat,99,Philadelphia 76ers,79,Box Score,,"20,694",2:04,Wells Fargo Center,
"Fri, Feb 3, 2012",7:00p,Washington Wizards,89,Toronto Raptors,106,Box Score,,"16,382",2:17,Air Canada Centre,
"Fri, Feb 3, 2012",7:30p,Milwaukee Bucks,80,Detroit Pistons,88,Box Score,,"13,181",2:12,The Palace of Auburn Hills,
"Fri, Feb 3, 2012",7:30p,Minnesota Timberwolves,108,New Jersey Nets,105,Box Score,,"15,069",2:22,Prudential Center,
"Fri, Feb 3, 2012",8:00p,New York Knicks,89,Boston Celtics,91,Box Score,,"18,624",2:44,TD Garden,
"Fri, Feb 3, 2012",8:00p,Phoenix Suns,81,Houston Rockets,99,Box Score,,"15,941",2:00,Toyota Center,
"Fri, Feb 3, 2012",8:00p,Memphis Grizzlies,94,Oklahoma City Thunder,101,Box Score,,"18,203",2:19,Chesapeake Energy Arena,
"Fri, Feb 3, 2012",8:30p,Indiana Pacers,98,Dallas Mavericks,87,Box Score,,"20,146",2:09,American Airlines Center,
"Fri, Feb 3, 2012",10:30p,Los Angeles Lakers,93,Denver Nuggets,89,Box Score,,"19,155",2:32,Pepsi Center,
"Sat, Feb 4, 2012",7:00p,Philadelphia 76ers,98,Atlanta Hawks,87,Box Score,,"18,012",2:05,Philips Arena,
"Sat, Feb 4, 2012",7:00p,Orlando Magic,85,Indiana Pacers,81,Box Score,,"18,165",2:27,Bankers Life Fieldhouse,
"Sat, Feb 4, 2012",7:00p,Los Angeles Clippers,107,Washington Wizards,81,Box Score,,"19,419",2:13,Verizon Center,
"Sat, Feb 4, 2012",7:30p,Dallas Mavericks,88,Cleveland Cavaliers,91,Box Score,,"17,443",2:11,Quicken Loans Arena,
"Sat, Feb 4, 2012",7:30p,New Orleans Hornets,87,Detroit Pistons,89,Box Score,,"13,174",2:14,The Palace of Auburn Hills,
"Sat, Feb 4, 2012",7:30p,New Jersey Nets,92,New York Knicks,99,Box Score,,"19,763",2:17,Madison Square Garden (IV),
"Sat, Feb 4, 2012",8:00p,Houston Rockets,91,Minnesota Timberwolves,100,Box Score,,"19,356",2:06,Target Center,
"Sat, Feb 4, 2012",8:30p,Chicago Bulls,113,Milwaukee Bucks,90,Box Score,,"18,717",1:56,Bradley Center,
"Sat, Feb 4, 2012",8:30p,Oklahoma City Thunder,96,San Antonio Spurs,107,Box Score,,"18,581",2:16,AT&T Center,
"Sat, Feb 4, 2012",9:00p,Charlotte Bobcats,89,Phoenix Suns,95,Box Score,,"14,928",2:09,US Airways Center,
"Sat, Feb 4, 2012",9:00p,Los Angeles Lakers,87,Utah Jazz,96,Box Score,,"19,642",2:11,EnergySolutions Arena,
"Sat, Feb 4, 2012",10:00p,Denver Nuggets,97,Portland Trail Blazers,117,Box Score,,"20,583",2:00,Rose Garden Arena,
"Sat, Feb 4, 2012",10:00p,Golden State Warriors,106,Sacramento Kings,114,Box Score,OT,"16,411",2:27,Power Balance Pavilion,
"Sun, Feb 5, 2012",12:00p,Memphis Grizzlies,80,Boston Celtics,98,Box Score,,"18,624",2:12,TD Garden,
"Sun, Feb 5, 2012",1:00p,Toronto Raptors,89,Miami Heat,95,Box Score,,"19,802",2:22,AmericanAirlines Arena,
"Mon, Feb 6, 2012",7:00p,Los Angeles Clippers,107,Orlando Magic,102,Box Score,OT,"18,846",2:43,Amway Center,
"Mon, Feb 6, 2012",7:00p,Los Angeles Lakers,90,Philadelphia 76ers,95,Box Score,,"20,064",2:10,Wells Fargo Center,
"Mon, Feb 6, 2012",7:00p,Toronto Raptors,108,Washington Wizards,111,Box Score,OT,"14,687",2:51,Verizon Center,
"Mon, Feb 6, 2012",7:30p,Phoenix Suns,99,Atlanta Hawks,90,Box Score,,"11,823",2:01,Philips Arena,
"Mon, Feb 6, 2012",7:30p,Chicago Bulls,108,New Jersey Nets,87,Box Score,,"15,327",2:07,Prudential Center,
"Mon, Feb 6, 2012",7:30p,Utah Jazz,88,New York Knicks,99,Box Score,,"19,763",2:15,Madison Square Garden (IV),
"Mon, Feb 6, 2012",8:00p,San Antonio Spurs,89,Memphis Grizzlies,84,Box Score,,"13,527",2:20,FedEx Forum,
"Mon, Feb 6, 2012",8:00p,Sacramento Kings,100,New Orleans Hornets,92,Box Score,,"13,222",2:09,New Orleans Arena,
"Mon, Feb 6, 2012",9:00p,Houston Rockets,99,Denver Nuggets,90,Box Score,,"14,501",2:17,Pepsi Center,
"Mon, Feb 6, 2012",10:00p,Oklahoma City Thunder,111,Portland Trail Blazers,107,Box Score,OT,"20,559",2:40,Rose Garden Arena,
"Tue, Feb 7, 2012",7:00p,Utah Jazz,99,Indiana Pacers,104,Box Score,,"11,006",2:11,Bankers Life Fieldhouse,
"Tue, Feb 7, 2012",7:30p,Charlotte Bobcats,84,Boston Celtics,94,Box Score,,"18,624",2:04,TD Garden,
"Tue, Feb 7, 2012",7:30p,Cleveland Cavaliers,91,Miami Heat,107,Box Score,,"20,078",2:16,AmericanAirlines Arena,
"Tue, Feb 7, 2012",8:00p,Phoenix Suns,107,Milwaukee Bucks,105,Box Score,,"13,203",1:59,Bradley Center,
"Tue, Feb 7, 2012",8:00p,Sacramento Kings,84,Minnesota Timberwolves,86,Box Score,,"14,073",2:14,Target Center,
"Tue, Feb 7, 2012",10:30p,Oklahoma City Thunder,119,Golden State Warriors,116,Box Score,,"17,971",2:27,Oracle Arena,
"Wed, Feb 8, 2012",7:00p,Los Angeles Clippers,92,Cleveland Cavaliers,99,Box Score,,"17,100",2:22,Quicken Loans Arena,
"Wed, Feb 8, 2012",7:00p,Miami Heat,89,Orlando Magic,102,Box Score,,"18,972",2:11,Amway Center,
"Wed, Feb 8, 2012",7:00p,San Antonio Spurs,100,Philadelphia 76ers,90,Box Score,,"18,070",2:06,Wells Fargo Center,
"Wed, Feb 8, 2012",7:00p,Milwaukee Bucks,105,Toronto Raptors,99,Box Score,,"15,291",2:13,Air Canada Centre,
"Wed, Feb 8, 2012",7:00p,New York Knicks,107,Washington Wizards,93,Box Score,,"17,376",2:14,Verizon Center,
"Wed, Feb 8, 2012",7:30p,Indiana Pacers,87,Atlanta Hawks,97,Box Score,,"16,288",2:13,Philips Arena,
"Wed, Feb 8, 2012",7:30p,Detroit Pistons,99,New Jersey Nets,92,Box Score,,"10,145",2:15,Prudential Center,
"Wed, Feb 8, 2012",8:00p,Minnesota Timberwolves,80,Memphis Grizzlies,85,Box Score,,"13,287",2:00,FedEx Forum,
"Wed, Feb 8, 2012",8:00p,Chicago Bulls,90,New Orleans Hornets,67,Box Score,,"15,456",1:58,New Orleans Arena,
"Wed, Feb 8, 2012",9:00p,Dallas Mavericks,105,Denver Nuggets,95,Box Score,,"15,970",2:08,Pepsi Center,
"Wed, Feb 8, 2012",10:00p,Houston Rockets,103,Portland Trail Blazers,96,Box Score,,"20,350",2:13,Rose Garden Arena,
"Thu, Feb 9, 2012",8:00p,Los Angeles Lakers,88,Boston Celtics,87,Box Score,OT,"18,624",2:40,TD Garden,
"Thu, Feb 9, 2012",9:00p,Golden State Warriors,109,Denver Nuggets,101,Box Score,,"14,960",2:11,Pepsi Center,
"Thu, Feb 9, 2012",9:00p,Houston Rockets,96,Phoenix Suns,89,Box Score,,"16,122",1:58,US Airways Center,
"Thu, Feb 9, 2012",10:30p,Oklahoma City Thunder,101,Sacramento Kings,106,Box Score,,"17,317",2:33,Power Balance Pavilion,
"Fri, Feb 10, 2012",7:00p,Chicago Bulls,95,Charlotte Bobcats,64,Box Score,,"19,379",2:04,Time Warner Cable Arena,
"Fri, Feb 10, 2012",7:00p,Atlanta Hawks,89,Orlando Magic,87,Box Score,OT,"18,846",2:30,Amway Center,
"Fri, Feb 10, 2012",7:00p,Los Angeles Clippers,78,Philadelphia 76ers,77,Box Score,,"20,539",2:19,Wells Fargo Center,
"Fri, Feb 10, 2012",7:00p,Boston Celtics,74,Toronto Raptors,86,Box Score,,"19,207",2:17,Air Canada Centre,
"Fri, Feb 10, 2012",7:00p,Miami Heat,106,Washington Wizards,89,Box Score,,"20,282",2:11,Verizon Center,
"Fri, Feb 10, 2012",7:30p,Milwaukee Bucks,113,Cleveland Cavaliers,112,Box Score,OT,"15,195",2:39,Quicken Loans Arena,
"Fri, Feb 10, 2012",7:30p,New Jersey Nets,92,Detroit Pistons,109,Box Score,,"14,320",2:20,The Palace of Auburn Hills,
"Fri, Feb 10, 2012",8:00p,Indiana Pacers,92,Memphis Grizzlies,98,Box Score,,"16,281",2:28,FedEx Forum,
"Fri, Feb 10, 2012",8:00p,Dallas Mavericks,104,Minnesota Timberwolves,97,Box Score,,"17,119",2:20,Target Center,
"Fri, Feb 10, 2012",8:00p,Portland Trail Blazers,94,New Orleans Hornets,86,Box Score,,"14,421",2:19,New Orleans Arena,
"Fri, Feb 10, 2012",8:00p,Los Angeles Lakers,85,New York Knicks,92,Box Score,,"19,763",2:31,Madison Square Garden (IV),
"Fri, Feb 10, 2012",10:30p,Oklahoma City Thunder,101,Utah Jazz,87,Box Score,,"19,911",2:15,EnergySolutions Arena,
"Sat, Feb 11, 2012",7:00p,Los Angeles Clippers,111,Charlotte Bobcats,86,Box Score,,"19,110",2:17,Time Warner Cable Arena,
"Sat, Feb 11, 2012",7:00p,Denver Nuggets,113,Indiana Pacers,109,Box Score,,"15,313",2:24,Bankers Life Fieldhouse,
"Sat, Feb 11, 2012",7:30p,Philadelphia 76ers,99,Cleveland Cavaliers,84,Box Score,,"17,155",2:04,Quicken Loans Arena,
"Sat, Feb 11, 2012",8:00p,New York Knicks,100,Minnesota Timberwolves,98,Box Score,,"20,232",2:16,Target Center,
"Sat, Feb 11, 2012",8:00p,San Antonio Spurs,103,New Jersey Nets,89,Box Score,,"15,272",2:02,Prudential Center,
"Sat, Feb 11, 2012",8:30p,Portland Trail Blazers,94,Dallas Mavericks,97,Box Score,2OT,"20,457",2:49,American Airlines Center,
"Sat, Feb 11, 2012",9:00p,Orlando Magic,99,Milwaukee Bucks,94,Box Score,,"17,723",2:04,Bradley Center,
"Sat, Feb 11, 2012",10:00p,Phoenix Suns,98,Sacramento Kings,84,Box Score,,"16,964",2:15,Power Balance Pavilion,
"Sun, Feb 12, 2012",1:00p,Los Angeles Lakers,94,Toronto Raptors,92,Box Score,,"19,311",2:25,Air Canada Centre,
"Sun, Feb 12, 2012",3:30p,Chicago Bulls,91,Boston Celtics,95,Box Score,,"18,624",2:33,TD Garden,
"Sun, Feb 12, 2012",6:00p,Washington Wizards,98,Detroit Pistons,77,Box Score,,"12,654",2:14,The Palace of Auburn Hills,
"Sun, Feb 12, 2012",7:00p,Miami Heat,107,Atlanta Hawks,87,Box Score,,"18,371",2:10,Philips Arena,
"Sun, Feb 12, 2012",9:00p,Houston Rockets,97,Golden State Warriors,106,Box Score,,"19,596",2:09,Oracle Arena,
"Sun, Feb 12, 2012",9:30p,Utah Jazz,98,Memphis Grizzlies,88,Box Score,,"14,424",2:15,FedEx Forum,
"Mon, Feb 13, 2012",7:00p,Philadelphia 76ers,98,Charlotte Bobcats,89,Box Score,,"13,773",2:14,Time Warner Cable Arena,
"Mon, Feb 13, 2012",7:00p,Minnesota Timberwolves,89,Orlando Magic,102,Box Score,,"18,846",2:02,Amway Center,
"Mon, Feb 13, 2012",8:00p,Miami Heat,114,Milwaukee Bucks,96,Box Score,,"16,749",2:11,Bradley Center,
"Mon, Feb 13, 2012",8:00p,Utah Jazz,80,New Orleans Hornets,86,Box Score,,"13,562",2:15,New Orleans Arena,
"Mon, Feb 13, 2012",8:30p,Los Angeles Clippers,92,Dallas Mavericks,96,Box Score,,"20,436",2:22,American Airlines Center,
"Mon, Feb 13, 2012",10:30p,Phoenix Suns,96,Golden State Warriors,102,Box Score,,"19,106",2:10,Oracle Arena,
"Tue, Feb 14, 2012",7:00p,Miami Heat,105,Indiana Pacers,90,Box Score,,"18,165",2:19,Bankers Life Fieldhouse,
"Tue, Feb 14, 2012",7:00p,New York Knicks,90,Toronto Raptors,87,Box Score,,"20,092",2:26,Air Canada Centre,
"Tue, Feb 14, 2012",7:30p,San Antonio Spurs,99,Detroit Pistons,95,Box Score,,"11,533",2:19,The Palace of Auburn Hills,
"Tue, Feb 14, 2012",8:00p,Sacramento Kings,115,Chicago Bulls,121,Box Score,,"21,936",2:22,United Center,
"Tue, Feb 14, 2012",8:00p,Houston Rockets,83,Memphis Grizzlies,93,Box Score,,"13,042",2:16,FedEx Forum,
"Tue, Feb 14, 2012",8:00p,Utah Jazz,85,Oklahoma City Thunder,111,Box Score,,"18,203",2:11,Chesapeake Energy Arena,
"Tue, Feb 14, 2012",9:00p,Phoenix Suns,92,Denver Nuggets,109,Box Score,,"17,873",2:08,Pepsi Center,
"Tue, Feb 14, 2012",10:00p,Washington Wizards,124,Portland Trail Blazers,109,Box Score,,"20,558",2:12,Rose Garden Arena,
"Tue, Feb 14, 2012",10:30p,Atlanta Hawks,78,Los Angeles Lakers,86,Box Score,,"18,997",1:59,STAPLES Center,
"Wed, Feb 15, 2012",7:00p,Philadelphia 76ers,87,Orlando Magic,103,Box Score,,"18,846",2:00,Amway Center,
"Wed, Feb 15, 2012",7:00p,San Antonio Spurs,113,Toronto Raptors,106,Box Score,,"15,999",2:10,Air Canada Centre,
"Wed, Feb 15, 2012",7:30p,Detroit Pistons,98,Boston Celtics,88,Box Score,,"18,624",2:18,TD Garden,
"Wed, Feb 15, 2012",7:30p,Indiana Pacers,87,Cleveland Cavaliers,98,Box Score,,"12,712",2:16,Quicken Loans Arena,
"Wed, Feb 15, 2012",7:30p,Memphis Grizzlies,105,New Jersey Nets,100,Box Score,,"10,885",2:15,Prudential Center,
"Wed, Feb 15, 2012",7:30p,Sacramento Kings,85,New York Knicks,100,Box Score,,"19,763",2:06,Madison Square Garden (IV),
"Wed, Feb 15, 2012",8:00p,Oklahoma City Thunder,95,Houston Rockets,96,Box Score,,"18,274",2:12,Toyota Center,
"Wed, Feb 15, 2012",8:00p,New Orleans Hornets,92,Milwaukee Bucks,89,Box Score,,"12,829",2:01,Bradley Center,
"Wed, Feb 15, 2012",8:00p,Charlotte Bobcats,90,Minnesota Timberwolves,102,Box Score,,"15,139",2:01,Target Center,
"Wed, Feb 15, 2012",8:30p,Denver Nuggets,84,Dallas Mavericks,102,Box Score,,"20,075",2:11,American Airlines Center,
"Wed, Feb 15, 2012",9:00p,Atlanta Hawks,101,Phoenix Suns,99,Box Score,,"15,392",2:13,US Airways Center,
"Wed, Feb 15, 2012",10:00p,Portland Trail Blazers,93,Golden State Warriors,91,Box Score,,"17,934",2:24,Oracle Arena,
"Wed, Feb 15, 2012",10:30p,Washington Wizards,84,Los Angeles Clippers,102,Box Score,,"19,135",2:20,STAPLES Center,
"Thu, Feb 16, 2012",7:00p,New Jersey Nets,88,Indiana Pacers,93,Box Score,,"11,117",2:27,Bankers Life Fieldhouse,
"Thu, Feb 16, 2012",8:00p,Boston Celtics,80,Chicago Bulls,89,Box Score,,"22,592",2:35,United Center,
"Thu, Feb 16, 2012",10:30p,Los Angeles Clippers,74,Portland Trail Blazers,71,Box Score,,"20,665",2:28,Rose Garden Arena,
"Fri, Feb 17, 2012",7:00p,Milwaukee Bucks,85,Orlando Magic,94,Box Score,,"18,846",2:17,Amway Center,
"Fri, Feb 17, 2012",7:00p,Charlotte Bobcats,98,Toronto Raptors,91,Box Score,,"15,575",2:15,Air Canada Centre,
"Fri, Feb 17, 2012",7:30p,Miami Heat,111,Cleveland Cavaliers,87,Box Score,,"20,562",2:10,Quicken Loans Arena,
"Fri, Feb 17, 2012",7:30p,Sacramento Kings,108,Detroit Pistons,114,Box Score,,"14,686",2:13,The Palace of Auburn Hills,
"Fri, Feb 17, 2012",8:00p,Minnesota Timberwolves,111,Houston Rockets,98,Box Score,,"16,836",1:59,Toyota Center,
"Fri, Feb 17, 2012",8:00p,Denver Nuggets,102,Memphis Grizzlies,103,Box Score,,"15,201",2:13,FedEx Forum,
"Fri, Feb 17, 2012",8:00p,New Orleans Hornets,89,New York Knicks,85,Box Score,,"19,763",2:22,Madison Square Garden (IV),
"Fri, Feb 17, 2012",8:00p,Golden State Warriors,87,Oklahoma City Thunder,110,Box Score,,"18,203",2:12,Chesapeake Energy Arena,
"Fri, Feb 17, 2012",8:00p,Dallas Mavericks,82,Philadelphia 76ers,75,Box Score,,"19,369",2:20,Wells Fargo Center,
"Fri, Feb 17, 2012",9:00p,Washington Wizards,100,Utah Jazz,114,Box Score,,"18,719",2:03,EnergySolutions Arena,
"Fri, Feb 17, 2012",10:30p,Phoenix Suns,99,Los Angeles Lakers,111,Box Score,,"18,997",2:23,STAPLES Center,
"Sat, Feb 18, 2012",3:30p,San Antonio Spurs,103,Los Angeles Clippers,100,Box Score,OT,"19,217",2:39,STAPLES Center,
"Sat, Feb 18, 2012",4:00p,New Jersey Nets,97,Chicago Bulls,85,Box Score,,"22,300",2:20,United Center,
"Sat, Feb 18, 2012",8:00p,Golden State Warriors,103,Memphis Grizzlies,104,Box Score,,"17,151",2:28,FedEx Forum,
"Sat, Feb 18, 2012",10:00p,Atlanta Hawks,77,Portland Trail Blazers,97,Box Score,,"20,635",2:02,Rose Garden Arena,
"Sun, Feb 19, 2012",1:00p,Dallas Mavericks,97,New York Knicks,104,Box Score,,"19,763",2:26,Madison Square Garden (IV),
"Sun, Feb 19, 2012",3:30p,Orlando Magic,78,Miami Heat,90,Box Score,,"20,185",2:18,AmericanAirlines Arena,
"Sun, Feb 19, 2012",6:00p,Sacramento Kings,92,Cleveland Cavaliers,93,Box Score,,"16,812",2:22,Quicken Loans Arena,
"Sun, Feb 19, 2012",6:00p,Boston Celtics,81,Detroit Pistons,96,Box Score,,"22,076",2:27,The Palace of Auburn Hills,
"Sun, Feb 19, 2012",6:00p,Charlotte Bobcats,73,Indiana Pacers,108,Box Score,,"11,673",2:11,Bankers Life Fieldhouse,
"Sun, Feb 19, 2012",7:00p,Utah Jazz,85,Houston Rockets,101,Box Score,,"16,764",2:04,Toyota Center,
"Sun, Feb 19, 2012",7:00p,Philadelphia 76ers,91,Minnesota Timberwolves,92,Box Score,,"18,759",2:05,Target Center,
"Sun, Feb 19, 2012",7:00p,Milwaukee Bucks,92,New Jersey Nets,85,Box Score,,"15,262",2:11,Prudential Center,
"Sun, Feb 19, 2012",8:00p,Denver Nuggets,118,Oklahoma City Thunder,124,Box Score,OT,"18,203",2:38,Chesapeake Energy Arena,
"Sun, Feb 19, 2012",8:00p,Los Angeles Lakers,90,Phoenix Suns,102,Box Score,,"18,023",2:17,US Airways Center,
"Mon, Feb 20, 2012",4:00p,Atlanta Hawks,79,Chicago Bulls,90,Box Score,,"22,033",2:17,United Center,
"Mon, Feb 20, 2012",7:30p,New Jersey Nets,100,New York Knicks,92,Box Score,,"19,763",2:28,Madison Square Garden (IV),
"Mon, Feb 20, 2012",8:00p,Boston Celtics,73,Dallas Mavericks,89,Box Score,,"20,364",2:14,American Airlines Center,
"Mon, Feb 20, 2012",8:00p,Memphis Grizzlies,93,Houston Rockets,97,Box Score,,"12,525",2:23,Toyota Center,
"Mon, Feb 20, 2012",8:00p,Orlando Magic,93,Milwaukee Bucks,90,Box Score,,"13,143",2:08,Bradley Center,
"Mon, Feb 20, 2012",8:00p,New Orleans Hornets,93,Oklahoma City Thunder,101,Box Score,,"18,203",2:09,Chesapeake Energy Arena,
"Mon, Feb 20, 2012",9:00p,Minnesota Timberwolves,101,Denver Nuggets,103,Box Score,OT,"17,263",2:38,Pepsi Center,
"Mon, Feb 20, 2012",9:00p,Washington Wizards,88,Phoenix Suns,104,Box Score,,"13,921",2:10,US Airways Center,
"Mon, Feb 20, 2012",9:00p,San Antonio Spurs,106,Utah Jazz,102,Box Score,,"19,105",2:12,EnergySolutions Arena,
"Mon, Feb 20, 2012",10:30p,Los Angeles Clippers,97,Golden State Warriors,104,Box Score,,"19,596",2:21,Oracle Arena,
"Mon, Feb 20, 2012",10:30p,Portland Trail Blazers,92,Los Angeles Lakers,103,Box Score,,"18,997",2:20,STAPLES Center,
"Tue, Feb 21, 2012",7:00p,Detroit Pistons,100,Cleveland Cavaliers,101,Box Score,,"13,459",2:22,Quicken Loans Arena,
"Tue, Feb 21, 2012",7:00p,New Orleans Hornets,108,Indiana Pacers,117,Box Score,OT,"10,508",2:33,Bankers Life Fieldhouse,
"Tue, Feb 21, 2012",7:30p,Sacramento Kings,108,Miami Heat,120,Box Score,,"20,068",2:12,AmericanAirlines Arena,
"Tue, Feb 21, 2012",8:00p,Philadelphia 76ers,76,Memphis Grizzlies,89,Box Score,,"14,258",2:06,FedEx Forum,
"Tue, Feb 21, 2012",10:00p,San Antonio Spurs,97,Portland Trail Blazers,137,Box Score,,"20,567",2:08,Rose Garden Arena,
